[A:cfg] ring_sharding T=32 N=0 (disabled) -> shards=1 block=32 routing=worker_id
[A:thread] Worker pinned host=1 client=1 -> cpu=1 (pid=80108)
[A:thread] Worker pinned host=1 client=2 -> cpu=2 (pid=80109)
[A:thread] Worker pinned host=1 client=3 -> cpu=3 (pid=80110)
[A:thread] Worker pinned host=1 client=4 -> cpu=4 (pid=80111)
[A:thread] Worker pinned host=1 client=5 -> cpu=5 (pid=80112)
[A:thread] Worker pinned host=1 client=6 -> cpu=6 (pid=80113)
[A:thread] Worker pinned host=1 client=7 -> cpu=7 (pid=80114)
[A:thread] Worker pinned host=1 client=8 -> cpu=8 (pid=80115)
[A:thread] Worker pinned host=1 client=9 -> cpu=9 (pid=80116)
[A:thread] Worker pinned host=1 client=10 -> cpu=10 (pid=80117)
[A:thread] Worker pinned host=1 client=11 -> cpu=11 (pid=80118)
[A:thread] Worker pinned host=1 client=12 -> cpu=12 (pid=80119)
[A:thread] Worker pinned host=1 client=13 -> cpu=13 (pid=80120)
[A:thread] Worker pinned host=1 client=14 -> cpu=14 (pid=80121)
[A:thread] Worker pinned host=1 client=15 -> cpu=15 (pid=80122)
[A:thread] Worker pinned host=1 client=16 -> cpu=16 (pid=80123)
[A:thread] Worker pinned host=1 client=17 -> cpu=17 (pid=80124)
[A:thread] Worker pinned host=1 client=18 -> cpu=18 (pid=80125)
[A:thread] Worker pinned host=1 client=19 -> cpu=19 (pid=80126)
[A:thread] Worker pinned host=1 client=20 -> cpu=20 (pid=80127)
[A:thread] Worker pinned host=1 client=21 -> cpu=21 (pid=80128)
[A:thread] Worker pinned host=1 client=22 -> cpu=22 (pid=80129)
[A:thread] Worker pinned host=1 client=23 -> cpu=23 (pid=80130)
[A:thread] Worker pinned host=1 client=24 -> cpu=24 (pid=80131)
[A:thread] Worker pinned host=1 client=25 -> cpu=25 (pid=80132)
[A:thread] Worker pinned host=1 client=26 -> cpu=26 (pid=80133)
[A:thread] Worker pinned host=1 client=27 -> cpu=27 (pid=80134)
[A:thread] Worker pinned host=1 client=28 -> cpu=28 (pid=80135)
[A:thread] Worker pinned host=1 client=29 -> cpu=29 (pid=80136)
[A:thread] Worker pinned host=1 client=30 -> cpu=30 (pid=80139)
[A:thread] Worker pinned host=1 client=0 -> cpu=0 (pid=80103)
[A:thread] Worker pinned host=1 client=31 -> cpu=31 (pid=80140)
[A:thread] WriteRecv0 pid=80103 tid=139971240900288 cpu=64 host=1 rings=[0]
[A:thread] ReadRecv0 pid=80103 tid=139971232507584 cpu=65 host=1 rings=[0]
[A:thread] InvalRecv0 pid=80103 tid=139971224114880 cpu=66 host=1 rings=[0]
[A:thread] ReservHandler pid=80103 tid=139971038017216 pinned cpu=85 (host_id=1)
[A:tls] worker host=1 client=13 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=22 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=24 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=12 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=15 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=29 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=27 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=11 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=31 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=14 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=26 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=0 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=19 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=20 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=23 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=18 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=17 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=28 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=6 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=10 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=8 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=16 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=30 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=2 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=25 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=1 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=5 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=7 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=4 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=9 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=3 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=21 entries=1024 (~1088 KiB)
# PATH host=1 label=after_LOAD tid=139971241113728 r0_tls=0 r2hit=0 r2miss_local=0 r3=0 cpool_ins_r=0 local_w=999071 fwd_w=0 local_w_blk_fwd=0 local_w_stg_fwd=0 cpool_ins_w=999070 cp_evict=0 cp_set_stale=0 cp_lru_evict=485114 rh_served=0
# PATH host=1 label=after_LOAD AGG r0_tls=0 r2hit=0 r2miss_local=0 r3=0 cpool_ins_r=0 local_w=999071 fwd_w=0 local_w_blk_fwd=0 local_w_stg_fwd=0 cpool_ins_w=999070 cp_evict=0 cp_set_stale=0 cp_lru_evict=485114 rh_served=0
# PATH host=1 label=after_TRANS tid=139971241113728 r0_tls=0 r2hit=44131 r2miss_local=0 r3=33994 cpool_ins_r=5920 local_w=999071 fwd_w=0 local_w_blk_fwd=0 local_w_stg_fwd=0 cpool_ins_w=999070 cp_evict=0 cp_set_stale=0 cp_lru_evict=490850 rh_served=0
# PATH host=1 label=after_TRANS tid=139971232507584 r0_tls=0 r2hit=0 r2miss_local=0 r3=0 cpool_ins_r=0 local_w=0 fwd_w=0 local_w_blk_fwd=0 local_w_stg_fwd=0 cpool_ins_w=0 cp_evict=0 cp_set_stale=0 cp_lru_evict=0 rh_served=975695
# PATH host=1 label=after_TRANS AGG r0_tls=0 r2hit=44131 r2miss_local=0 r3=33994 cpool_ins_r=5920 local_w=999071 fwd_w=0 local_w_blk_fwd=0 local_w_stg_fwd=0 cpool_ins_w=999070 cp_evict=0 cp_set_stale=0 cp_lru_evict=490850 rh_served=975695
