[A:thread] Worker pinned host=1 client=1 -> cpu=1 (pid=261264)
[A:thread] Worker pinned host=1 client=2 -> cpu=2 (pid=261265)
[A:thread] Worker pinned host=1 client=3 -> cpu=3 (pid=261266)
[A:thread] Worker pinned host=1 client=4 -> cpu=4 (pid=261267)
[A:thread] Worker pinned host=1 client=5 -> cpu=5 (pid=261268)
[A:thread] Worker pinned host=1 client=6 -> cpu=6 (pid=261269)
[A:thread] Worker pinned host=1 client=7 -> cpu=7 (pid=261270)
[A:thread] Worker pinned host=1 client=8 -> cpu=8 (pid=261271)
[A:thread] Worker pinned host=1 client=9 -> cpu=9 (pid=261272)
[A:thread] Worker pinned host=1 client=10 -> cpu=10 (pid=261273)
[A:thread] Worker pinned host=1 client=11 -> cpu=11 (pid=261274)
[A:thread] Worker pinned host=1 client=12 -> cpu=12 (pid=261275)
[A:thread] Worker pinned host=1 client=13 -> cpu=13 (pid=261276)
[A:thread] Worker pinned host=1 client=14 -> cpu=14 (pid=261277)
[A:thread] Worker pinned host=1 client=15 -> cpu=15 (pid=261278)
[A:thread] Worker pinned host=1 client=16 -> cpu=16 (pid=261279)
[A:thread] Worker pinned host=1 client=17 -> cpu=17 (pid=261280)
[A:thread] Worker pinned host=1 client=18 -> cpu=18 (pid=261281)
[A:thread] Worker pinned host=1 client=19 -> cpu=19 (pid=261282)
[A:thread] Worker pinned host=1 client=20 -> cpu=20 (pid=261283)
[A:thread] Worker pinned host=1 client=21 -> cpu=21 (pid=261284)
[A:thread] Worker pinned host=1 client=22 -> cpu=22 (pid=261285)
[A:thread] Worker pinned host=1 client=23 -> cpu=23 (pid=261286)
[A:thread] Worker pinned host=1 client=24 -> cpu=24 (pid=261287)
[A:thread] Worker pinned host=1 client=25 -> cpu=25 (pid=261288)
[A:thread] Worker pinned host=1 client=26 -> cpu=26 (pid=261289)
[A:thread] Worker pinned host=1 client=27 -> cpu=27 (pid=261290)
[A:thread] Worker pinned host=1 client=28 -> cpu=28 (pid=261291)
[A:thread] Worker pinned host=1 client=29 -> cpu=29 (pid=261292)
[A:thread] Worker pinned host=1 client=30 -> cpu=30 (pid=261293)
[A:thread] Worker pinned host=1 client=31 -> cpu=31 (pid=261294)
[A:thread] Worker pinned host=1 client=32 -> cpu=32 (pid=261295)
[A:thread] Worker pinned host=1 client=33 -> cpu=33 (pid=261296)
[A:thread] Worker pinned host=1 client=34 -> cpu=34 (pid=261297)
[A:thread] Worker pinned host=1 client=35 -> cpu=35 (pid=261298)
[A:thread] Worker pinned host=1 client=36 -> cpu=36 (pid=261299)
[A:thread] Worker pinned host=1 client=37 -> cpu=37 (pid=261300)
[A:thread] Worker pinned host=1 client=38 -> cpu=38 (pid=261301)
[A:thread] Worker pinned host=1 client=39 -> cpu=39 (pid=261302)
[A:thread] Worker pinned host=1 client=40 -> cpu=40 (pid=261303)
[A:thread] Worker pinned host=1 client=41 -> cpu=41 (pid=261304)
[A:thread] Worker pinned host=1 client=42 -> cpu=42 (pid=261305)
[A:thread] Worker pinned host=1 client=43 -> cpu=43 (pid=261306)
[A:thread] Worker pinned host=1 client=44 -> cpu=44 (pid=261307)
[A:thread] Worker pinned host=1 client=45 -> cpu=45 (pid=261308)
[A:thread] Worker pinned host=1 client=46 -> cpu=46 (pid=261309)
[A:thread] Worker pinned host=1 client=47 -> cpu=47 (pid=261310)
[A:thread] Worker pinned host=1 client=48 -> cpu=48 (pid=261311)
[A:thread] Worker pinned host=1 client=49 -> cpu=49 (pid=261312)
[A:thread] Worker pinned host=1 client=50 -> cpu=50 (pid=261313)
[A:thread] Worker pinned host=1 client=51 -> cpu=51 (pid=261314)
[A:thread] Worker pinned host=1 client=52 -> cpu=52 (pid=261315)
[A:thread] Worker pinned host=1 client=53 -> cpu=53 (pid=261316)
[A:thread] Worker pinned host=1 client=54 -> cpu=54 (pid=261317)
[A:thread] Worker pinned host=1 client=55 -> cpu=55 (pid=261318)
[A:thread] Worker pinned host=1 client=56 -> cpu=56 (pid=261319)
[A:thread] Worker pinned host=1 client=57 -> cpu=57 (pid=261320)
[A:thread] Worker pinned host=1 client=58 -> cpu=58 (pid=261321)
[A:thread] Worker pinned host=1 client=59 -> cpu=59 (pid=261322)
[A:thread] Worker pinned host=1 client=60 -> cpu=60 (pid=261323)
[A:thread] Worker pinned host=1 client=61 -> cpu=61 (pid=261324)
[A:thread] Worker pinned host=1 client=0 -> cpu=0 (pid=261263)
[A:thread] Worker pinned host=1 client=62 -> cpu=62 (pid=261325)
[A:thread] Worker pinned host=1 client=63 -> cpu=63 (pid=261326)
[A:thread] WriteReceiver pid=261263 tid=140148026111680 pinned cpu=65 (host_id=1)
[A:thread] ReadReceiver pid=261263 tid=140148017718976 pinned cpu=67 (host_id=1)
[A:thread] InvalReceiver pid=261263 tid=140148009326272 pinned cpu=69 (host_id=1)
[A:thread] WriteSender pid=261263 tid=140148000933568 pinned cpu=64 (host_id=1)
[A:sender] kind=0 policy=P0 K=16 T_us=100 host_id=1
[A:thread] ReadSender pid=261263 tid=140147992540864 pinned cpu=66 (host_id=1)
[A:sender] kind=1 policy=P0 K=16 T_us=100 host_id=1
[A:thread] InvalSender pid=261263 tid=140147984148160 pinned cpu=68 (host_id=1)
[A:sender] kind=2 policy=P0 K=16 T_us=100 host_id=1
[A:tls] worker host=1 client=3 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=34 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=14 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=7 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=45 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=49 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=35 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=11 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=47 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=48 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=13 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=50 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=19 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=33 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=9 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=43 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=8 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=40 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=51 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=36 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=2 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=37 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=16 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=23 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=22 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=15 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=21 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=5 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=41 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=18 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=6 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=39 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=27 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=4 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=52 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=32 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=25 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=29 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=54 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=28 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=26 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=44 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=31 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=55 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=46 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=38 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=17 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=12 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=53 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=42 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=1 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=10 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=56 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=0 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=30 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=20 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=59 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=57 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=24 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=58 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=61 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=62 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=60 entries=1024 (~1088 KiB)
[A:tls] worker host=1 client=63 entries=1024 (~1088 KiB)
