[A:thread] Worker pinned host=0 client=1 -> cpu=1 (pid=256495)
[A:thread] Worker pinned host=0 client=2 -> cpu=2 (pid=256496)
[A:thread] Worker pinned host=0 client=3 -> cpu=3 (pid=256497)
[A:thread] Worker pinned host=0 client=4 -> cpu=4 (pid=256498)
[A:thread] Worker pinned host=0 client=5 -> cpu=5 (pid=256499)
[A:thread] Worker pinned host=0 client=6 -> cpu=6 (pid=256500)
[A:thread] Worker pinned host=0 client=7 -> cpu=7 (pid=256501)
[A:thread] Worker pinned host=0 client=8 -> cpu=8 (pid=256502)
[A:thread] Worker pinned host=0 client=9 -> cpu=9 (pid=256503)
[A:thread] Worker pinned host=0 client=10 -> cpu=10 (pid=256504)
[A:thread] Worker pinned host=0 client=11 -> cpu=11 (pid=256505)
[A:thread] Worker pinned host=0 client=12 -> cpu=12 (pid=256506)
[A:thread] Worker pinned host=0 client=13 -> cpu=13 (pid=256507)
[A:thread] Worker pinned host=0 client=14 -> cpu=14 (pid=256508)
[A:thread] Worker pinned host=0 client=15 -> cpu=15 (pid=256509)
[A:thread] Worker pinned host=0 client=16 -> cpu=16 (pid=256510)
[A:thread] Worker pinned host=0 client=17 -> cpu=17 (pid=256511)
[A:thread] Worker pinned host=0 client=18 -> cpu=18 (pid=256512)
[A:thread] Worker pinned host=0 client=19 -> cpu=19 (pid=256513)
[A:thread] Worker pinned host=0 client=20 -> cpu=20 (pid=256514)
[A:thread] Worker pinned host=0 client=21 -> cpu=21 (pid=256515)
[A:thread] Worker pinned host=0 client=22 -> cpu=22 (pid=256516)
[A:thread] Worker pinned host=0 client=23 -> cpu=23 (pid=256517)
[A:thread] Worker pinned host=0 client=24 -> cpu=24 (pid=256518)
[A:thread] Worker pinned host=0 client=25 -> cpu=25 (pid=256519)
[A:thread] Worker pinned host=0 client=26 -> cpu=26 (pid=256520)
[A:thread] Worker pinned host=0 client=27 -> cpu=27 (pid=256521)
[A:thread] Worker pinned host=0 client=28 -> cpu=28 (pid=256522)
[A:thread] Worker pinned host=0 client=29 -> cpu=29 (pid=256523)
[A:thread] Worker pinned host=0 client=30 -> cpu=30 (pid=256524)
[A:thread] Worker pinned host=0 client=31 -> cpu=31 (pid=256525)
[A:thread] Worker pinned host=0 client=32 -> cpu=32 (pid=256526)
[A:thread] Worker pinned host=0 client=33 -> cpu=33 (pid=256527)
[A:thread] Worker pinned host=0 client=34 -> cpu=34 (pid=256528)
[A:thread] Worker pinned host=0 client=35 -> cpu=35 (pid=256529)
[A:thread] Worker pinned host=0 client=36 -> cpu=36 (pid=256530)
[A:thread] Worker pinned host=0 client=37 -> cpu=37 (pid=256531)
[A:thread] Worker pinned host=0 client=38 -> cpu=38 (pid=256532)
[A:thread] Worker pinned host=0 client=39 -> cpu=39 (pid=256533)
[A:thread] Worker pinned host=0 client=40 -> cpu=40 (pid=256534)
[A:thread] Worker pinned host=0 client=41 -> cpu=41 (pid=256535)
[A:thread] Worker pinned host=0 client=42 -> cpu=42 (pid=256536)
[A:thread] Worker pinned host=0 client=43 -> cpu=43 (pid=256537)
[A:thread] Worker pinned host=0 client=44 -> cpu=44 (pid=256538)
[A:thread] Worker pinned host=0 client=46 -> cpu=46 (pid=256540)
[A:thread] Worker pinned host=0 client=45 -> cpu=45 (pid=256539)
[A:thread] Worker pinned host=0 client=47 -> cpu=47 (pid=256541)
[A:thread] Worker pinned host=0 client=48 -> cpu=48 (pid=256542)
[A:thread] Worker pinned host=0 client=49 -> cpu=49 (pid=256543)
[A:thread] Worker pinned host=0 client=50 -> cpu=50 (pid=256544)
[A:thread] Worker pinned host=0 client=52 -> cpu=52 (pid=256546)
[A:thread] Worker pinned host=0 client=51 -> cpu=51 (pid=256545)
[A:thread] Worker pinned host=0 client=54 -> cpu=54 (pid=256548)
[A:thread] Worker pinned host=0 client=53 -> cpu=53 (pid=256547)
[A:thread] Worker pinned host=0 client=55 -> cpu=55 (pid=256549)
[A:thread] Worker pinned host=0 client=56 -> cpu=56 (pid=256550)
[A:thread] Worker pinned host=0 client=57 -> cpu=57 (pid=256551)
[A:thread] Worker pinned host=0 client=58 -> cpu=58 (pid=256552)
[A:thread] Worker pinned host=0 client=59 -> cpu=59 (pid=256553)
[A:thread] Worker pinned host=0 client=60 -> cpu=60 (pid=256554)
[A:thread] Worker pinned host=0 client=61 -> cpu=61 (pid=256555)
[A:thread] Worker pinned host=0 client=0 -> cpu=0 (pid=256494)
[A:thread] Worker pinned host=0 client=62 -> cpu=62 (pid=256556)
[A:thread] Worker pinned host=0 client=63 -> cpu=63 (pid=256557)
[A:thread] WriteReceiver pid=256494 tid=139760936236736 pinned cpu=65 (host_id=0)
[A:thread] ReadReceiver pid=256494 tid=139760927844032 pinned cpu=67 (host_id=0)
[A:thread] WriteSender pid=256494 tid=139760775456448 pinned cpu=64 (host_id=0)
[A:sender] kind=0 policy=P0 K=16 T_us=100 host_id=0
[A:thread] InvalReceiver pid=256494 tid=139760783849152 pinned cpu=69 (host_id=0)
[A:thread] ReadSender pid=256494 tid=139760919451328 pinned cpu=66 (host_id=0)
[A:sender] kind=1 policy=P0 K=16 T_us=100 host_id=0
[A:tls] worker host=0 client=6 entries=1024 (~1088 KiB)
[A:thread] InvalSender pid=256494 tid=139760911058624 pinned cpu=68 (host_id=0)
[A:sender] kind=2 policy=P0 K=16 T_us=100 host_id=0
[A:tls] worker host=0 client=4 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=7 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=8 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=32 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=0 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=38 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=47 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=34 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=5 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=24 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=58 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=36 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=1 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=28 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=39 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=44 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=3 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=20 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=33 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=13 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=42 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=45 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=12 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=50 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=23 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=21 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=46 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=25 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=15 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=31 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=18 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=37 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=30 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=41 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=49 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=10 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=11 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=60 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=17 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=26 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=55 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=52 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=40 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=19 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=22 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=16 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=59 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=53 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=56 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=2 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=54 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=9 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=57 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=48 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=35 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=27 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=51 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=61 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=14 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=29 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=43 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=62 entries=1024 (~1088 KiB)
