[A:thread] Worker pinned host=0 client=1 -> cpu=1 (pid=208983)
[A:thread] Worker pinned host=0 client=2 -> cpu=2 (pid=208984)
[A:thread] Worker pinned host=0 client=3 -> cpu=3 (pid=208985)
[A:thread] Worker pinned host=0 client=4 -> cpu=4 (pid=208986)
[A:thread] Worker pinned host=0 client=5 -> cpu=5 (pid=208987)
[A:thread] Worker pinned host=0 client=6 -> cpu=6 (pid=208988)
[A:thread] Worker pinned host=0 client=7 -> cpu=7 (pid=208989)
[A:thread] Worker pinned host=0 client=8 -> cpu=8 (pid=208990)
[A:thread] Worker pinned host=0 client=9 -> cpu=9 (pid=208991)
[A:thread] Worker pinned host=0 client=10 -> cpu=10 (pid=208992)
[A:thread] Worker pinned host=0 client=11 -> cpu=11 (pid=208993)
[A:thread] Worker pinned host=0 client=12 -> cpu=12 (pid=208994)
[A:thread] Worker pinned host=0 client=13 -> cpu=13 (pid=208995)
[A:thread] Worker pinned host=0 client=14 -> cpu=14 (pid=208996)
[A:thread] Worker pinned host=0 client=15 -> cpu=15 (pid=208997)
[A:thread] Worker pinned host=0 client=16 -> cpu=16 (pid=208998)
[A:thread] Worker pinned host=0 client=17 -> cpu=17 (pid=208999)
[A:thread] Worker pinned host=0 client=18 -> cpu=18 (pid=209000)
[A:thread] Worker pinned host=0 client=19 -> cpu=19 (pid=209001)
[A:thread] Worker pinned host=0 client=20 -> cpu=20 (pid=209002)
[A:thread] Worker pinned host=0 client=21 -> cpu=21 (pid=209003)
[A:thread] Worker pinned host=0 client=22 -> cpu=22 (pid=209004)
[A:thread] Worker pinned host=0 client=23 -> cpu=23 (pid=209005)
[A:thread] Worker pinned host=0 client=24 -> cpu=24 (pid=209006)
[A:thread] Worker pinned host=0 client=25 -> cpu=25 (pid=209007)
[A:thread] Worker pinned host=0 client=26 -> cpu=26 (pid=209008)
[A:thread] Worker pinned host=0 client=27 -> cpu=27 (pid=209009)
[A:thread] Worker pinned host=0 client=28 -> cpu=28 (pid=209010)
[A:thread] Worker pinned host=0 client=29 -> cpu=29 (pid=209011)
[A:thread] Worker pinned host=0 client=30 -> cpu=30 (pid=209012)
[A:thread] Worker pinned host=0 client=31 -> cpu=31 (pid=209013)
[A:thread] Worker pinned host=0 client=32 -> cpu=32 (pid=209014)
[A:thread] Worker pinned host=0 client=33 -> cpu=33 (pid=209015)
[A:thread] Worker pinned host=0 client=34 -> cpu=34 (pid=209016)
[A:thread] Worker pinned host=0 client=35 -> cpu=35 (pid=209017)
[A:thread] Worker pinned host=0 client=36 -> cpu=36 (pid=209018)
[A:thread] Worker pinned host=0 client=37 -> cpu=37 (pid=209019)
[A:thread] Worker pinned host=0 client=38 -> cpu=38 (pid=209020)
[A:thread] Worker pinned host=0 client=39 -> cpu=39 (pid=209021)
[A:thread] Worker pinned host=0 client=40 -> cpu=40 (pid=209022)
[A:thread] Worker pinned host=0 client=41 -> cpu=41 (pid=209023)
[A:thread] Worker pinned host=0 client=42 -> cpu=42 (pid=209024)
[A:thread] Worker pinned host=0 client=43 -> cpu=43 (pid=209025)
[A:thread] Worker pinned host=0 client=44 -> cpu=44 (pid=209026)
[A:thread] Worker pinned host=0 client=45 -> cpu=45 (pid=209027)
[A:thread] Worker pinned host=0 client=46 -> cpu=46 (pid=209028)
[A:thread] Worker pinned host=0 client=47 -> cpu=47 (pid=209029)
[A:thread] Worker pinned host=0 client=48 -> cpu=48 (pid=209030)
[A:thread] Worker pinned host=0 client=49 -> cpu=49 (pid=209031)
[A:thread] Worker pinned host=0 client=50 -> cpu=50 (pid=209032)
[A:thread] Worker pinned host=0 client=51 -> cpu=51 (pid=209033)
[A:thread] Worker pinned host=0 client=52 -> cpu=52 (pid=209034)
[A:thread] Worker pinned host=0 client=53 -> cpu=53 (pid=209035)
[A:thread] Worker pinned host=0 client=54 -> cpu=54 (pid=209036)
[A:thread] Worker pinned host=0 client=55 -> cpu=55 (pid=209037)
[A:thread] Worker pinned host=0 client=56 -> cpu=56 (pid=209038)
[A:thread] Worker pinned host=0 client=57 -> cpu=57 (pid=209039)
[A:thread] Worker pinned host=0 client=58 -> cpu=58 (pid=209040)
[A:thread] Worker pinned host=0 client=59 -> cpu=59 (pid=209041)
[A:thread] Worker pinned host=0 client=60 -> cpu=60 (pid=209042)
[A:thread] Worker pinned host=0 client=61 -> cpu=61 (pid=209043)
[A:thread] Worker pinned host=0 client=0 -> cpu=0 (pid=208982)
[A:thread] Worker pinned host=0 client=62 -> cpu=62 (pid=209044)
[A:thread] Worker pinned host=0 client=63 -> cpu=63 (pid=209045)
[A:thread] WriteReceiver pid=208982 tid=139637604198080 pinned cpu=65 (host_id=0)
[A:thread] ReadReceiver pid=208982 tid=139637595805376 pinned cpu=67 (host_id=0)
[A:thread] InvalReceiver pid=208982 tid=139637587412672 pinned cpu=69 (host_id=0)
[A:thread] WriteSender pid=208982 tid=139637372745408 pinned cpu=64 (host_id=0)
[A:sender] kind=0 policy=P0 K=16 T_us=100 host_id=0
[A:thread] ReadSender pid=208982 tid=139637506963136 pinned cpu=66 (host_id=0)
[A:sender] kind=1 policy=P0 K=16 T_us=100 host_id=0
[A:thread] InvalSender pid=208982 tid=139637498570432 pinned cpu=68 (host_id=0)
[A:sender] kind=2 policy=P0 K=16 T_us=100 host_id=0
[A:tls] worker host=0 client=51 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=37 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=47 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=40 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=23 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=57 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=4 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=53 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=56 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=32 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=54 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=0 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=58 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=52 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=12 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=3 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=60 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=7 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=2 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=36 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=55 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=42 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=1 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=50 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=45 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=49 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=18 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=11 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=15 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=34 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=20 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=44 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=31 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=28 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=35 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=14 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=43 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=21 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=41 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=13 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=30 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=29 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=5 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=26 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=46 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=59 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=25 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=38 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=17 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=24 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=10 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=8 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=27 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=6 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=9 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=39 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=62 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=33 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=61 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=22 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=48 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=19 entries=1024 (~1088 KiB)
[A:tls] worker host=0 client=63 entries=1024 (~1088 KiB)
